id,question,answer,condition,medical_specialty,question_type
61,"Tenho a doença de Dupuytren em fase inicial, com formação de nódulos na palma da mão e pequeno cordão se formando do dedo mínimo. Pergunto se há algum tratamento conservador para regressão destas deformações, antes que evolua para uma contratura?",O tratamento não cirúrgico é muito pouco efetivo. No exterior existe o tratamento de injeção de enzima (colagenase) que pode resolver alguns casos iniciais mas não é uma opção segura (no Brasil não dispomos desse medicamento). Se o incômodo for pequeno e não houver retração significativa deve-se esperar para realizar cirurgia. Uma avaliação de um Cirurgião de Mão é imprescindível!,Contratura de dupuytren,"Especialista em dor, Cirurgião da mão, Ortopedista - traumatologista",Tratamento
62,"Tenho a doença de Dupuytren em fase inicial, com formação de nódulos na palma da mão e pequeno cordão se formando do dedo mínimo. Pergunto se há algum tratamento conservador para regressão destas deformações, antes que evolua para uma contratura?","Ola...para a doença de Dupuytren não há tratamento disponível no Brasil para as fases iniciais , portanto a conduta é expectante , sem nada de tratamento especifico nas fases inicias o tratamento disponível é cirúrgico , mas mesmo assim nas fases em que ha comprometimento das funções da mão, ou seja , nas fases mais avançadas o que pode demorar anos para evoluir , sem previsão de quando ira necessitar deste tratamento cirúrgico.Consulte um especialista de sua confiança e fique tranquilo !",Contratura de dupuytren,"Cirurgião da mão, Ortopedista - traumatologista",Tratamento
63,Contratura De Dupuytren pode ocorrer em mulheres?E se tiver ja elevado com o dedo ja torto?,"A doença de dupuytren, apesar de ser mais frequente em homens, pode ocorrer em mulheres sim. O tratamento pode ser conservador (observação) ou cirúrgico (liberação enzimática, percutânea ou cirurgia aberta) de acordo com a contratura do dedo. Se seu dedo está torto, provavelmente tem indicação de cirurgia. Espero que tenha ajudado!",Contratura de dupuytren,"Ortopedista - traumatologista, Cirurgião da mão",Epidemiologia
64,Contratura De Dupuytren pode ocorrer em mulheres?E se tiver ja elevado com o dedo ja torto?,"Pode sim acontecer em mulheres e principalmente em pacientes diabéticos( a doença costuma ser mais grave) e o tratamento é iminentemente cirurgico, com cirurgia para retirada dos cordões fibrosos e nódulos que a patologia forma. Como alternativa, existe a aplicação de uma enzima por infiltração local com agulha, mas somente em alguns casos. Passe em um cirurgião de mão para a correta escolha do tratamento.",Contratura de dupuytren,"Cirurgião da mão, Ortopedista - traumatologista",Epidemiologia
65,Contratura De Dupuytren pode ocorrer em mulheres?E se tiver ja elevado com o dedo ja torto?,A doença de Dupuytren é 7a10x mais comum em homens; porém pode acometer mulheres e nesses casos costuma ter início mais tardio e ser menos grave. A indicação de cirurgia em ambos os sexos feita pelo grau de flexão (contratura) dos dedos afetados. Por isso é imprescindível a consulta médica com o especialista em cirurgia da mão.,Contratura de dupuytren,"Cirurgião da mão, Ortopedista - traumatologista",Epidemiologia
66,"Realizei a cirurgia de dupuytren, se passaram 27 dias, já aconteceu a cicatrização da incisão, no entanto não consigo fechar minha mão direito, é como se tivesse esmagando algo no centro da mão, e também dormência nos dedos, indicador, anelar e médio. Isso vai passar ou terei novamente de rever a cirurgia com meu cirurgião?",É melhor você reavaliar com seu cirurgião.,Contratura de dupuytren,"Cirurgião da mão, Ortopedista - traumatologista",Diagnóstico
67,"Realizei a cirurgia de dupuytren, se passaram 27 dias, já aconteceu a cicatrização da incisão, no entanto não consigo fechar minha mão direito, é como se tivesse esmagando algo no centro da mão, e também dormência nos dedos, indicador, anelar e médio. Isso vai passar ou terei novamente de rever a cirurgia com meu cirurgião?","A reabilitação é um passo muito importante para a recuperação. Agora é a hora de ganhar movimentos. Todavia, com certeza precisa do seguimento do seu cirurgião.",Contratura de dupuytren,"Cirurgião da mão, Ortopedista - traumatologista",Diagnóstico
68,"Realizei a cirurgia de dupuytren, se passaram 27 dias, já aconteceu a cicatrização da incisão, no entanto não consigo fechar minha mão direito, é como se tivesse esmagando algo no centro da mão, e também dormência nos dedos, indicador, anelar e médio. Isso vai passar ou terei novamente de rever a cirurgia com meu cirurgião?","A cirurgia para correção da doença de dupuytren é bastante complexa, minuciosa e com complicações previsíveis.Existe uma complicação, relativamente comum, chamada de flare reaction. Ocorre um edema importante, dor intensa e rigidez.... todos supostamente maiores do que o esperado para o tipo e porte da cirurgia; talvez você esteja nesse grupo de pacientes. Essa reação simula uma outra complicação observada nas cirurgias que envolvem a mão e os punhos chamada de distrofia simpatico-reflexa, porém, a flare reaction costuma ser mais limitada do que a distrofia.O pós-operatório, assim como em todas as cirurgias ortopédicas, é extremamente importante. É previsível a utilização de órtese durante 24h em um período inicial (geralmente 1-2 semanas) e após isso é interessante manter essa órtese apenas para dormir, enquanto durante o dia serão realizados exercícios e atividades para auxiliaracelerar a reabilitação.A dormência também é uma complicação comum.... a maioria das técnicas ciríurgicas obriga o cirurgião a trabalhar com manipulação direta dos nervos digitais, principalmente para protejer e evitar lesões desses nervos durante o ato cirúrgico (é fáil entender.... só é possível protejer com precisão aquilo que você está vendo, caso contrário... sempre haverá dúvidas). Essa manipulação nervosa pode ocasionar algum grau de dormência.... seja por uma lesão indevida do nervo (que é uma complicação cirúrgica), ou apenas pela simples manipulação do nervo causando uma alteração sensitiva que irá melhorar em poucos dias ou semanas.A reabilitação com um bom fisioterapeuta e um bom terapeuta ocupacional é MUITO INPORTANTE!!!! sem isso.... o resultado cirúrgico estará comprometido!!!!O mais importante dentro de todo o tratamento é que o paciente tenha uma boa relação com o seu médico. Procure sempre o seu médico para que as suas duvidas sejam respondidas, ninguém melhor do que ele para saber as dificuldades encontradas no ato cirúrgico e as possíveis complicações específicas para o seu caso.Por último.... invista no seu tratamento.... procure referências de bons fisioterapeutas e bons terapeutas ocupacionais para que a sua reabilitação e a cura completa da doença seja sempre um sucesso!!!!Espero ter ajudado!!! grande abraço!",Contratura de dupuytren,"Cirurgião da mão, Ortopedista - traumatologista",Diagnóstico
69,dupuytren interfere na cicatrização ocular?,Não. A doença afeta somente a fáscia das mãos. Pode ocorrer envolvimento das fascias dos pés (Doença de Ledderhose) e do pênis (Doença de Peyronie) em pacientes com maior suscetibilidade.,Contratura de dupuytren,"Especialista em dor, Cirurgião da mão, Ortopedista - traumatologista",Epidemiologia
70,dupuytren interfere na cicatrização ocular?,"Não. Esta patologia hereditaria pode atingir a regiao palmar, plantar e peniana.",Contratura de dupuytren,"Cirurgião plástico, Cirurgião geral",Epidemiologia
71,a dupuytren afeta os joelhos?,Acarreta somente o polegar. Procure um fisioterapeuta para fazer uma avaliação funcional. E te ajudar.,Contratura de dupuytren,"Fisioterapeuta, Quiropraxista",Diagnóstico
72,a dupuytren afeta os joelhos?,"Não, Dupuytren é uma doença que afeta a fáscia palmar (mão).",Contratura de dupuytren,"Médico do esporte, Ortopedista - traumatologista",Diagnóstico
73,a dupuytren afeta os joelhos?,"Como disseram anteriormente, pode ocorrer tanto na mão mas pode ocorrer em extremidade inferior também.",Contratura de dupuytren,Fisioterapeuta,Diagnóstico
74,Contratura de dupuytren. Knuckle pads tem cura?,"Knuckle pads, na grande maioria dos casos, não respondem ao tratamento com medicação, e nem a cirurgia (retornam com o tempo). Existe alguma melhora da lesão quando se evita o trauma que o está ocasionando, ou com uso de proteção, ou até mesmo com infiltração de corticoide, porém pouco se tem descrito sobre a real efetividade dos métodos. No geral, não existe tratamento eficaz, infelizmente.",Contratura de dupuytren,"Cirurgião da mão, Ortopedista - traumatologista",Tratamento
75,Contratura de dupuytren. Knuckle pads tem cura?,Existe cura sim. Esses sintomas que vem sentindo podem ter origem na sua cervical. Uma avaliação clínica bem feita poderá resolver suas dores.,Contratura de dupuytren,Fisioterapeuta,Tratamento
76,Estou com limitações na apreensão de objetos como para passar marcha do carro e voltou a inchar a mas mãos em especia o polegar e anular.Tenho direito a inserção do ipi para compra de carro automático?,"Não. Até onde me consta a Contratura de Dupuytren não se encaixa na lista de patologias que concedem direito à desconto do IPI.Em relação à patologia, para se afirmar que o paciente é portador da contratura de Dupuytren é necessário uma séries de sintomas, dentre os quais um espessamento visível dos tendões na região palmar da mão.Apenas o edema e a limitação para preensão não é possível afirmar que se trate da patologia supracitada.Procure um ortopedista ou fisioterapeuta para fechar o diagnóstico.Me coloco á disposição para sanar eventual dúvida.",Contratura de dupuytren,Fisioterapeuta,Outros
77,Estou com limitações na apreensão de objetos como para passar marcha do carro e voltou a inchar a mas mãos em especia o polegar e anular.Tenho direito a inserção do ipi para compra de carro automático?,"O que você quer dizer com voltou a inchar? Você foi operado? Já tem o diagnóstico da doença de Dupuytren?Este DIAGNÓSTICO é feito em geral pela clínica e associado com exames complementares, por ortopedista, principalmente especialista em mão.É uma doença da fascia palmar que pode cursar desde apenas um cordão na região da palma da mão até a flexão completa do dedo, o que daria uma certa limitação de função.Não sei se está no rol de doenças do DETRAN mas após fazer o diagnóstico, o seu MÉDICO pode fazer um relatório para você tentar dar entrada neste tipo de processo ou se informar em algumas auto escolas que já estejam familiarizadas com isto.",Contratura de dupuytren,Ortopedista - traumatologista,Outros
78,É comum o caso de dupuytren na mão e nos dois pés na pessoa?,"Não. A contratura de Dupuytren é uma contratura especificamente palmar , ou seja na região das mãos.A incidência é maior em pacientes brancos,com descendência Europeia,podendo estar associada com tabagismo, alcoolismo, diabetes ou ainda cirurgias das extremidades superiores.Geralmente a resolução da patologia envolve procedimento cirúrgico.Me coloco à disposição para sanar eventual dúvida.Atenciosamente",Contratura de dupuytren,Fisioterapeuta,Epidemiologia
